ProbeID	Name	Control_1	Control_2	Control_3	Grp78KO_1	Grp78KO_2	Grp78KO_3
Gm25646	GM25646	0	0	0	0	0	0
Gm25647	GM25647	0	0	0	0	0	0
Gm25648	GM25648	0	0	0	0	0	0
Gm25649	GM25649	0	0	0	0	0	0
Gm25650	GM25650	0	0	0	0	0	0
Gm25651	GM25651	0	0	0	0	0	0
Gm25652	GM25652	0	0	0	0	0	0
Gm25653	GM25653	0	0	0	0	0	0
Gm25654	GM25654	0	0	0	0	0	0
Gm25655	GM25655	0	0.006665789	0	0	0	0.016104057
Gm25656	GM25656	0	0	0	0	0	0
Gm25657	GM25657	0	0	0	0	0	0
Gm25658	GM25658	0	0	0	0	0	0
Gm25659	GM25659	0	0	0	0	0	0
Gm2566	GM2566	0	0	0.022105917	0	0	0
Gm25660	GM25660	0	0	0	0	0	0
Gm25661	GM25661	0	0	0	0	0	0
Gm25663	GM25663	0	0	0	0	0	0
Gm25664	GM25664	0	0	0	0	0	0
Gm25665	GM25665	0	0	0	0	0	0
Gm25666	GM25666	0	0	0	0	0	0
Gm25667	GM25667	0	0	0	0	0	0
Gm25668	GM25668	0	0	0	0	0	0
Gm25669	GM25669	0	0	0	0	0	0
Gm25670	GM25670	0	0	0	0	0	0
Gm25671	GM25671	0	0	0	0	0	0
Gm25672	GM25672	0	0	0	0	0	0
Gm25673	GM25673	0	0	0	0	0	0
Gm25675	GM25675	0	0	0	0	0	0
Gm25677	GM25677	0	0	0	0	0	0
Gm25678	GM25678	0	0	0	0	0	0
Gm25679	GM25679	0	0	0	0	0	0
Gm2568	GM2568	0.10136349	0.077198654	0.1894786	0.030741084	0	0.078045756
Gm25680	GM25680	0	0	0	0	0	0
Gm25681	GM25681	0	0	0	0	0	0
Gm25682	GM25682	0	0	0	0	0	0
Gm25683	GM25683	0	0	0	0	0	0
Gm25684	GM25684	0	0	0	0	0	0
Gm25687	GM25687	0	0	0	0	0	0
Gm25690	GM25690	0	0	0	0	0	0
Gm25692	GM25692	0	0	0	0	0	0
Gm25693	GM25693	0	0	0	0	0	0
Gm25694	GM25694	0	0	0	0	0	0
Gm25696	GM25696	0	0	0	0	0	0
Gm25697	GM25697	0	0	0	0	0	0
Gm25698	GM25698	0	0	0	0	0	0
Gm25699	GM25699	0	0	0	0	0	0
Gm25700	GM25700	0	0	0	0	0	0
Gm25701	GM25701	0	0	0	0	0	0
Gm25702	GM25702	0	0	0	0	0	0
Gm25703	GM25703	0	0	0	0	0	0
Gm25704	GM25704	0	0	0	0	0	0
Gm25705	GM25705	0	0	0	0	0	0
Gm25706	GM25706	0	0	0.007423069	0	0	0
Gm25707	GM25707	0	0	0	0	0	0
Gm25708	GM25708	0	0	0	0	0	0
Gm25709	GM25709	0	0	0	0	0	0
Gm25710	GM25710	0	0	0	0	0	0
Gm25711	GM25711	0	0	0	0	0	0
Gm25712	GM25712	0	0	0	0	0	0
Gm25713	GM25713	0	0	0	0	0	0
Gm25714	GM25714	0	0	0	0	0	0
Gm25715	GM25715	0	0	0	0	0	0
Gm25716	GM25716	0	0	0	0	0	0
Gm25717	GM25717	0	0	0	0	0	0
Gm25718	GM25718	0	0	0	0	0	0
Gm25720	GM25720	0	0	0	0	0	0
Gm25721	GM25721	0	0	0	0	0	0
Gm25722	GM25722	0	0	0	0	0	0
Gm25723	GM25723	0	0	0	0	0	0
Gm25724	GM25724	0	0	0	0	0	0
Gm25725	GM25725	0	0	0	0	0	0
Gm25726	GM25726	0	0	0	0	0	0
Gm25727	GM25727	0	0	0	0	0	0
Gm25728	GM25728	0	0	0	0	0	0
Gm25729	GM25729	0	0	0	0	0	0
Gm25730	GM25730	0	0	0	0	0	0
Gm25731	GM25731	0	0	0	0	0	0
Gm25732	GM25732	0	0	0	0	0	0
Gm25735	GM25735	0	0	0	0	0	0
Gm25736	GM25736	0	0	0	0	0	0
Gm25737	GM25737	0	0	0	0	0	0
Gm25739	GM25739	0	0	0	0	0	0
Gm2574	GM2574	0	0	0	0	0	0
Gm25740	GM25740	0	0	0	0	0	0
Gm25741	GM25741	0	0	0	0	0	0
Gm25742	GM25742	0	0	0	0	0	0
Gm25744	GM25744	0	0	0	0	0	0
Gm25745	GM25745	0	0	0	0	0	0
Gm25747	GM25747	0	0	0	0	0	0
Gm25748	GM25748	0	0	0	0	0	0
Gm25749	GM25749	0	0	0	0	0	0
Gm25750	GM25750	0	0	0	0	0	0
Gm25753	GM25753	0	0	0	0	0	0
Gm25754	GM25754	0	0	0	0	0	0
Gm25755	GM25755	0	0	0	0	0	0
Gm25756	GM25756	0	0	0	0	0	0
Gm25757	GM25757	0	0	0	0	0	0
Gm25758	GM25758	0	0	0	0	0	0
Gm25759	GM25759	0	0	0	0	0	0
Gm25760	GM25760	0	0	0	0	0	0
Gm25761	GM25761	0	0	0	0	0	0
Gm25762	GM25762	0	0	0	0	0	0
Gm25763	GM25763	0	0	0	0	0	0
Gm25764	GM25764	0	0	0	0	0	0
Gm25765	GM25765	0	0	0	0	0	0
Gm25766	GM25766	0	0	0	0	0	0
Gm25767	GM25767	0	0	0	0	0	0
Gm25768	GM25768	0	0	0	0	0	0
Gm25769	GM25769	0	0	0	0	0	0
Gm25770	GM25770	0	0	0	0	0	0
Gm25771	GM25771	0	0	0	0	0	0
Gm25772	GM25772	0	0	0	0	0	0
Gm25773	GM25773	0	0	0	0	0	0
Gm25774	GM25774	0	0	0	0	0	0
Gm25775	GM25775	0	0	0	0	0	0
Gm25776	GM25776	0	0	0	0	0	0
Gm25777	GM25777	0	0	0	0	0	0
Gm25778	GM25778	0	0	0	0	0	0
Gm25779	GM25779	0	0	0	0	0	0
Gm25780	GM25780	0	0	0	0	0	0
Gm25781	GM25781	0	0	0	0	0	0
Gm25782	GM25782	0	0	0	0	0	0
Gm25783	GM25783	0	0	0	0	0	0
Gm25784	GM25784	0	0	0	0	0	0
Gm25785	GM25785	0	0	0	0	0	0
Gm25787	GM25787	0	0	0	0	0	0
Gm25788	GM25788	0	0	0	0	0	0
Gm25789	GM25789	0	0	0	0	0	0
Gm25790	GM25790	0	0	0	0	0	0
Gm25791	GM25791	0	0	0	0	0	0
Gm25792	GM25792	0	0	0	0	0	0
Gm25793	GM25793	0	0	0	0	0	0
Gm25794	GM25794	0	0	0	0	0	0
Gm25795	GM25795	0	0	0	0	0	0
Gm25796	GM25796	0	0	0	0	0	0
Gm25797	GM25797	0	0	0	0	0	0
Gm25798	GM25798	0	0	0	0	0	0
Gm25799	GM25799	0	0	0	0	0	0
Gm25800	GM25800	0	0	0	0	0	0
Gm25801	GM25801	0	0	0	0	0	0
Gm25802	GM25802	0	0	0	0	0	0
Gm25803	GM25803	0	0	0	0	0	0
Gm25804	GM25804	0	0	0	0	0	0
Gm25805	GM25805	0	0	0	0	0	0
Gm25806	GM25806	0	0	0	0	0	0
Gm25807	GM25807	0	0	0	0	0	0
Gm25808	GM25808	0	0	0	0	0	0
Gm25809	GM25809	0	0	0	0	0	0
Gm25810	GM25810	0	0	0	0	0	0
Gm25811	GM25811	0	0	0	0	0	0
Gm25812	GM25812	0	0	0	0	0	0
Gm25813	GM25813	0	0	0.007423069	0.015488665	0	0
Gm25814	GM25814	0	0	0	0	0	0
Gm25815	GM25815	0	0	0	0	0	0
Gm25816	GM25816	0	0	0	0	0	0
Gm25817	GM25817	0	0	0	0	0	0
Gm25818	GM25818	0	0	0	0	0	0
Gm25819	GM25819	0	0	0	0	0	0
Gm25820_1	GM25820_1	0	0	0	0	0	0
Gm25820_2	GM25820_2	0	0	0	0	0	0
Gm25821	GM25821	0	0	0	0	0	0
Gm25823	GM25823	0	0	0	0	0	0
Gm25824	GM25824	0	0	0	0	0	0
Gm25825	GM25825	0	0	0	0	0	0
Gm25826	GM25826	0	0	0	0	0	0
Gm25827	GM25827	0	0	0	0	0	0
Gm25828	GM25828	0	0	0	0	0	0
Gm25829	GM25829	0	0	0	0	0	0
Gm25830	GM25830	0	0	0	0	0	0
Gm25831	GM25831	0	0	0	0	0	0
Gm25832	GM25832	0	0	0	0	0	0
Gm25833	GM25833	0	0	0	0	0	0
Gm25834	GM25834	0	0	0	0	0	0
Gm25835	GM25835	0	0	0	0	0	0
Gm25836	GM25836	0	0	0	0	0	0
Gm25837	GM25837	0	0	0	0	0	0
Gm25838	GM25838	0	0	0	0	0	0
Gm25839	GM25839	0	0	0	0	0	0
Gm25840	GM25840	0	0	0	0	0	0
Gm25842	GM25842	0	0	0	0	0	0
Gm25843	GM25843	0	0	0	0	0	0
Gm25844	GM25844	0	0	0	0	0	0
Gm25845	GM25845	0	0	0	0	0	0
Gm25846	GM25846	0	0	0	0	0	0
Gm25847	GM25847	0	0	0	0	0	0
Gm25848	GM25848	0	0	0	0	0	0
Gm25851	GM25851	0	0	0	0	0	0
Gm25852	GM25852	0	0	0	0	0	0
Gm25853	GM25853	0	0	0	0	0	0
Gm25854	GM25854	0	0	0	0	0	0
Gm25855	GM25855	0	0	0	0	0	0
Gm25856	GM25856	0	0	0	0	0	0
Gm25857	GM25857	0	0	0	0	0	0
Gm25859	GM25859	0	0	0	0	0	0
Gm25860	GM25860	0	0	0	0	0	0
Gm25861	GM25861	0	0	0	0	0	0
Gm25862	GM25862	0	0	0	0	0	0
Gm25863	GM25863	0	0	0	0	0	0
Gm25864	GM25864	0	0	0	0	0	0
Gm25865	GM25865	0	0	0	0	0	0
Gm25866	GM25866	0	0	0	0	0	0
Gm25867	GM25867	0	0	0	0	0	0
Gm25868	GM25868	0	0	0	0	0	0
Gm25869	GM25869	0	0	0	0	0	0
Gm25870	GM25870	0	0	0	0	0	0
Gm25871	GM25871	0	0	0	0	0	0
Gm25872	GM25872	0	0	0	0	0	0
Gm25873	GM25873	0	0	0	0	0	0
Gm25874	GM25874	0	0	0	0	0	0
Gm25875	GM25875	0	0	0	0	0	0
Gm25876	GM25876	0	0	0	0	0	0
Gm25877	GM25877	0	0	0	0	0	0
Gm25878	GM25878	0	0	0	0	0	0
Gm25879	GM25879	0	0	0	0	0	0
Gm25880	GM25880	0	0	0	0	0	0
Gm25881	GM25881	0	0	0	0	0	0
Gm25882	GM25882	0	0	0	0	0	0
Gm25883	GM25883	0	0	0	0	0	0
Gm25884	GM25884	0	0	0	0	0	0
Gm25885	GM25885	0	0	0	0	0	0
Gm25886	GM25886	0	0	0	0	0	0
Gm25887	GM25887	0	0	0	0	0	0
Gm25888	GM25888	0	0	0	0	0	0
Gm25889	GM25889	0	0	0	0	0	0
Gm25890	GM25890	0	0	0	0	0.008987152	0
Gm25891	GM25891	0	0	0	0	0	0
Gm25892	GM25892	0	0	0	0	0	0
Gm25894	GM25894	0	0	0	0	0	0
Gm25895	GM25895	0	0	0	0	0	0
Gm25896	GM25896	0	0	0	0	0	0
Gm25897	GM25897	0	0	0	0	0	0
Gm25898	GM25898	0	0	0	0	0	0
Gm25899	GM25899	0	0	0	0	0	0
Gm25901	GM25901	0	0	0	0	0	0
Gm25902	GM25902	0	0	0	0	0	0
Gm25903	GM25903	0	0	0	0	0	0
Gm25904	GM25904	0	0	0	0	0	0
Gm25905	GM25905	0	0	0	0	0	0
Gm25906	GM25906	0	0	0	0	0	0
Gm25907	GM25907	0	0	0	0	0	0
Gm25908	GM25908	0	0	0	0	0	0
Gm25909	GM25909	0	0	0	0	0	0
Gm25910	GM25910	0	0	0	0	0	0
Gm25911	GM25911	0	0	0	0	0	0
Gm25913	GM25913	0	0	0	0	0	0
Gm25914	GM25914	0	0	0	0	0	0
Gm25915	GM25915	0	0	0	0	0	0
Gm25916	GM25916	0	0	0	0	0	0
Gm25917	GM25917	0	0	0	0	0	0
Gm25918	GM25918	0	0	0	0	0	0
Gm25919	GM25919	0	0	0	0	0	0
Gm25920	GM25920	0	0	0	0	0	0
Gm25921	GM25921	0	0	0	0	0	0
Gm25922	GM25922	0	0	0	0	0	0
Gm25923	GM25923	0	0	0	0	0	0
Gm25924	GM25924	0	0	0	0	0	0
Gm25925	GM25925	0	0	0	0	0	0
Gm25926	GM25926	0	0	0	0	0	0
Gm25927	GM25927	0	0	0	0	0	0
Gm25929	GM25929	0	0	0	0	0	0
Gm25930	GM25930	0	0	0	0	0	0
Gm25931	GM25931	0	0	0	0	0	0
Gm25933	GM25933	0	0	0	0	0	0
Gm25934	GM25934	0	0	0	0	0	0
Gm25935	GM25935	0	0	0	0	0	0
Gm25936	GM25936	0	0	0	0	0	0
Gm25937	GM25937	0	0	0	0	0	0
Gm25938	GM25938	0	0	0	0	0	0.016104057
Gm25939	GM25939	0	0	0	0	0	0
Gm25942	GM25942	0	0	0	0	0	0
Gm25943	GM25943	0	0	0	0	0	0
Gm25944	GM25944	0	0	0	0	0	0
Gm25945	GM25945	0	0	0	0	0	0
Gm25947	GM25947	0	0	0	0	0	0
Gm25948	GM25948	0	0	0	0	0	0
Gm25949	GM25949	0	0	0	0	0	0
Gm25950	GM25950	0	0	0	0	0	0
Gm25951	GM25951	0	0	0	0	0	0
Gm25952	GM25952	0	0	0	0	0	0
Gm25953	GM25953	0	0	0	0	0	0
Gm25956	GM25956	0	0	0	0	0	0
Gm25958	GM25958	0	0	0	0	0	0
Gm25959	GM25959	0	0	0	0	0	0
Gm25960	GM25960	0	0	0	0	0	0
Gm25961	GM25961	0	0	0	0	0	0
Gm25962	GM25962	0	0	0	0	0	0
Gm25964	GM25964	0	0	0	0	0	0
Gm25965	GM25965	0	0	0	0	0	0
Gm25966	GM25966	0	0	0	0	0	0
Gm25967	GM25967	0	0	0	0	0	0
Gm25968	GM25968	0	0	0	0	0	0
Gm25969	GM25969	0	0	0	0	0	0
Gm25970	GM25970	0	0	0	0	0	0
Gm25971	GM25971	0	0	0	0	0	0
Gm25972	GM25972	0	0	0	0	0	0
Gm25973	GM25973	0	0	0	0	0	0
Gm25974	GM25974	0	0	0	0	0	0
Gm25975	GM25975	0	0	0	0	0	0
Gm25976	GM25976	0	0	0	0	0	0
Gm25977	GM25977	0	0	0	0	0	0
Gm25978	GM25978	0	0	0	0	0	0
Gm25979	GM25979	0	0	0	0	0	0
Gm25980	GM25980	0	0	0	0	0	0
Gm25981	GM25981	0	0	0	0	0	0
Gm25982	GM25982	0	0	0	0	0	0
Gm25984	GM25984	0	0	0	0	0	0
Gm25985	GM25985	0	0	0	0	0	0
Gm25986	GM25986	0	0	0	0	0	0
Gm25987	GM25987	0	0	0	0	0	0
Gm25988	GM25988	0	0	0	0	0	0
Gm25989	GM25989	0	0	0	0	0	0
Gm25990	GM25990	0	0	0	0	0	0
Gm25991	GM25991	0	0	0	0	0	0
Gm25992	GM25992	0	0	0	0	0	0
Gm25993	GM25993	0	0	0	0	0	0
Gm25994	GM25994	0	0	0	0	0	0
Gm25995	GM25995	0	0	0	0	0	0
Gm25996	GM25996	0	0	0	0	0	0
Gm25998	GM25998	0	0	0	0	0	0
Gm25999	GM25999	0	0	0	0	0	0
Gm26000	GM26000	0	0	0	0	0	0
Gm26001	GM26001	0	0	0	0	0	0
Gm26002	GM26002	0	0	0	0	0	0
Gm26003	GM26003	0	0	0	0	0	0
Gm26004	GM26004	0	0	0	0	0	0
Gm26005	GM26005	0	0	0	0	0	0
Gm26006	GM26006	0	0	0	0	0	0
Gm26007	GM26007	0	0	0	0	0	0
Gm26008	GM26008	0	0	0	0	0	0
Gm26011	GM26011	0	0	0	0	0	0
Gm26012	GM26012	0	0	0	0	0	0
Gm26013	GM26013	0	0	0	0	0	0
Gm26014	GM26014	0	0	0	0	0	0
Gm26015	GM26015	0	0	0	0	0	0
Gm26016	GM26016	0	0	0	0	0	0
Gm26017	GM26017	0	0	0	0	0	0
Gm26018	GM26018	0	0	0	0	0	0
Gm26019	GM26019	0	0	0	0	0	0
Gm2602	GM2602	0	0	0	0	0	0
Gm26020	GM26020	0	0	0	0	0	0
Gm26021	GM26021	0	0	0	0	0	0
Gm26022	GM26022	0	0	0	0	0	0
Gm26023	GM26023	0	0	0	0	0	0
Gm26024	GM26024	0	0	0	0	0	0
Gm26025	GM26025	0	0	0	0	0	0
Gm26026	GM26026	0	0	0	0	0	0
Gm26027	GM26027	0	0	0	0	0	0
Gm26028	GM26028	0	0	0	0	0	0
Gm26029	GM26029	0	0	0	0	0	0
Gm26032	GM26032	0	0	0	0	0	0
Gm26034	GM26034	0	0	0	0	0	0
Gm26035	GM26035	0.015124873	0.013287439	0	0.007774319	0	0
Gm26036	GM26036	0	0	0	0	0	0
Gm26037	GM26037	0	0	0	0	0	0
Gm26038	GM26038	0	0	0	0	0	0
Gm26039	GM26039	0	0	0	0	0	0
Gm26040	GM26040	0	0	0	0	0	0
Gm26041	GM26041	0	0	0	0	0	0
Gm26042	GM26042	0	0	0	0	0	0
Gm26043	GM26043	0	0	0	0	0	0
Gm26044	GM26044	0	0	0	0	0	0
Gm26045	GM26045	0	0	0	0	0	0
Gm26046	GM26046	0	0	0	0	0	0
Gm26047_1	GM26047_1	0	0	0	0	0	0
Gm26047_2	GM26047_2	0	0	0	0	0	0
Gm26048	GM26048	0	0	0	0	0	0
Gm26049	GM26049	0	0	0	0	0	0
Gm26050	GM26050	0	0	0	0	0	0
Gm26051	GM26051	0	0	0	0	0	0
Gm26052	GM26052	0	0	0	0	0	0
Gm26054	GM26054	0	0	0	0	0	0
Gm26055	GM26055	0	0	0	0	0	0
Gm26056	GM26056	0	0	0	0	0	0
Gm26057	GM26057	0	0	0	0	0	0
Gm26058	GM26058	0	0	0	0	0	0
Gm26059	GM26059	0	0	0	0	0	0
Gm2606	GM2606	0	0	0	0	0	0
Gm26060	GM26060	0	0	0	0	0	0
Gm26061	GM26061	0	0	0	0	0	0
Gm26062	GM26062	0	0	0	0	0	0
Gm26063	GM26063	0	0	0	0	0	0
Gm26064	GM26064	0	0	0	0	0	0
Gm26065	GM26065	0	0	0	0	0	0
Gm26066	GM26066	0	0	0	0	0	0
Gm26067	GM26067	0	0	0	0	0	0
Gm26069	GM26069	0	0	0	0	0	0
Gm2607	GM2607	0.007591032	0	0	0.007774319	0.008987152	0.008084445
Gm26070	GM26070	0	0	0	0	0	0
Gm26071	GM26071	0	0	0	0	0	0
Gm26072	GM26072	0	0	0	0	0	0
Gm26073	GM26073	0	0	0	0	0	0
Gm26074	GM26074	0	0	0	0	0	0
Gm26075	GM26075	0	0	0	0	0	0
Gm26076	GM26076	0	0	0	0	0	0
Gm26077	GM26077	0	0	0	0	0	0
Gm26078	GM26078	0	0	0	0	0	0
Gm26079	GM26079	0	0	0	0	0	0
Gm26080	GM26080	0	0	0	0	0	0
Gm26081	GM26081	0	0	0	0	0	0
Gm26082	GM26082	0	0	0	0	0	0
Gm26083	GM26083	0	0	0	0	0	0
Gm26084	GM26084	0	0	0	0	0	0
Gm26085	GM26085	0	0	0	0	0	0
Gm26086	GM26086	0	0	0	0	0	0
Gm26087	GM26087	0	0	0	0	0	0
Gm26088	GM26088	0	0	0	0	0	0
Gm26089	GM26089	0	0	0	0	0	0
Gm26090	GM26090	0	0	0	0	0	0
Gm26091	GM26091	0	0	0	0	0	0
Gm26092	GM26092	0	0	0	0	0	0
Gm26095	GM26095	0	0	0	0	0	0
Gm26096	GM26096	0	0	0	0	0	0
Gm26097	GM26097	0	0	0	0	0	0
Gm26098	GM26098	0	0	0	0	0	0
Gm26099	GM26099	0	0	0	0	0	0
Gm26100	GM26100	0	0	0	0	0	0
Gm26101	GM26101	0	0	0	0	0	0
Gm26102	GM26102	0	0	0	0	0	0
Gm26103	GM26103	0	0	0	0	0	0
Gm26104	GM26104	0	0	0	0	0	0
Gm26105	GM26105	0	0	0	0	0	0
Gm26106	GM26106	0	0	0	0	0	0
Gm26107	GM26107	0	0	0	0	0	0
Gm26108	GM26108	0	0	0	0	0	0
Gm26109	GM26109	0	0	0	0	0	0
Gm26110	GM26110	0	0	0	0	0	0
Gm26111	GM26111	0	0	0	0	0	0
Gm26113	GM26113	0	0	0	0	0	0
Gm26115	GM26115	0	0	0	0	0	0
Gm26116	GM26116	0	0	0	0	0	0
Gm26117	GM26117	0	0	0	0	0	0
Gm26119	GM26119	0	0	0	0	0	0
Gm26121	GM26121	0	0	0	0	0	0
Gm26122	GM26122	0	0	0	0	0	0
Gm26123	GM26123	0	0	0	0	0	0
Gm26124	GM26124	0	0	0	0	0	0
Gm26125	GM26125	0	0	0	0	0	0
Gm26126	GM26126	0	0	0	0	0	0
Gm26127	GM26127	0	0	0	0	0	0
Gm26128	GM26128	0	0	0	0	0	0
Gm26129	GM26129	0	0	0	0	0	0
Gm26130	GM26130	0	0	0	0	0	0
Gm26131	GM26131	0	0	0	0	0	0
Gm26132	GM26132	0	0	0	0	0	0
Gm26133	GM26133	0	0	0	0	0	0
Gm26134	GM26134	0	0	0	0	0	0
Gm26135	GM26135	0	0	0	0	0	0
Gm26137	GM26137	0	0	0	0	0	0
Gm26138	GM26138	0	0	0	0	0	0
Gm26139	GM26139	0	0	0	0	0	0
Gm26140	GM26140	0	0	0	0	0	0
Gm26141	GM26141	0	0	0	0	0	0
Gm26143	GM26143	0	0	0	0	0	0
Gm26144	GM26144	0	0	0	0	0	0
Gm26145	GM26145	0	0	0	0	0	0
Gm26146	GM26146	0	0	0	0	0	0
Gm26147	GM26147	0	0	0	0	0	0
Gm26148	GM26148	0	0	0	0	0	0
Gm26149	GM26149	0	0	0	0	0	0
Gm26150	GM26150	0	0	0	0	0	0
Gm26151	GM26151	0	0	0	0	0	0
Gm26152	GM26152	0	0	0	0	0	0
Gm26153	GM26153	0	0	0	0	0	0
Gm26154	GM26154	0	0	0	0	0	0
Gm26156	GM26156	0	0	0	0	0	0
Gm26157	GM26157	0	0	0	0	0	0
Gm26158	GM26158	0	0	0	0	0	0
Gm26159	GM26159	0	0	0	0	0	0
Gm26160	GM26160	0	0	0	0	0	0
Gm26162	GM26162	0	0	0	0	0	0
Gm26163	GM26163	0	0	0	0	0	0
Gm26164	GM26164	0	0	0	0	0	0
Gm26165	GM26165	0	0	0	0	0	0
Gm26166	GM26166	0	0	0	0	0	0
Gm26167	GM26167	0	0	0	0	0	0
Gm26168	GM26168	0	0	0	0	0	0
Gm26169	GM26169	0	0	0	0	0	0
Gm2617	GM2617	0.015124873	0.0393441	0.014791441	0	0	0.008084445
Gm26170	GM26170	0	0	0	0	0	0
Gm26171	GM26171	0	0	0	0	0	0
Gm26172	GM26172	0	0	0	0	0	0
Gm26173	GM26173	0	0	0	0	0	0
Gm26174	GM26174	0	0	0	0	0	0
Gm26175	GM26175	0	0	0	0	0	0
Gm26176	GM26176	0	0	0	0	0	0
Gm26177	GM26177	0	0	0	0	0	0
Gm26178	GM26178	0	0	0	0	0	0
Gm26179	GM26179	0	0	0	0	0	0
Gm26180	GM26180	0	0	0	0	0	0
Gm26181	GM26181	0	0	0	0	0	0
Gm26182	GM26182	0	0	0	0	0	0
Gm26183	GM26183	0	0	0	0	0	0
Gm26184	GM26184	0	0	0	0	0	0
Gm26185	GM26185	0	0	0	0	0	0
Gm26186	GM26186	0	0	0	0	0	0
Gm26187	GM26187	0	0	0	0	0	0
Gm26188	GM26188	0	0	0	0	0	0
Gm26189	GM26189	0	0	0	0	0	0
Gm2619	GM2619	0.022602381	0.052122165	0.057896674	0.07515031	0.15830675	0.10031922
Gm26190	GM26190	0	0	0	0	0	0
Gm26194	GM26194	0	0	0	0	0	0
Gm26195	GM26195	0	0	0	0	0	0
Gm26197	GM26197	0	0	0	0	0	0
Gm26200	GM26200	0	0	0	0	0	0
Gm26201	GM26201	0	0	0	0	0	0
Gm26202	GM26202	0	0	0	0	0	0
Gm26203	GM26203	0	0	0	0	0	0
Gm26204	GM26204	0	0	0	0	0	0
Gm26205	GM26205	0	0	0	0	0	0
Gm26206	GM26206	0	0	0	0	0	0
Gm26207	GM26207	0	0	0	0	0	0
Gm26208	GM26208	0	0	0	0	0	0
Gm26209	GM26209	0	0	0	0	0	0
Gm26210	GM26210	0	0	0	0	0	0
Gm26211	GM26211	0	0	0	0	0	0
Gm26213	GM26213	0	0	0	0	0	0
Gm26214	GM26214	0	0	0	0	0	0
Gm26215	GM26215	0	0	0	0	0	0
Gm26216	GM26216	0	0	0	0	0	0
Gm26217	GM26217	0	0	0	0	0	0
Gm26219	GM26219	0	0	0	0	0	0
Gm2622	GM2622	0	0	0	0	0	0
Gm26220	GM26220	0	0	0	0	0	0
Gm26224	GM26224	0	0	0	0	0	0
Gm26225	GM26225	0	0	0	0	0	0
Gm26226	GM26226	0	0	0	0	0	0
Gm26227	GM26227	0	0	0	0	0	0
Gm26228	GM26228	0	0	0	0	0	0
Gm26229	GM26229	0	0	0	0	0	0
Gm2623	GM2623	0	0	0	0	0	0
Gm26230	GM26230	0	0	0	0	0	0
Gm26231	GM26231	0	0	0	0	0	0
Gm26232	GM26232	0	0	0	0	0	0
Gm26233	GM26233	0	0	0	0	0	0
Gm26235	GM26235	0	0	0	0	0	0
Gm26236	GM26236	0	0	0	0	0	0
Gm26237	GM26237	0	0	0	0	0	0
Gm26238	GM26238	0	0	0	0	0	0
Gm26239	GM26239	0	0	0	0	0	0
Gm26240	GM26240	0	0	0	0	0	0
Gm26241	GM26241	0	0	0	0	0	0
Gm26243	GM26243	0	0	0	0	0	0
Gm26244	GM26244	0	0	0	0	0	0
Gm26245	GM26245	0	0	0	0	0	0
Gm26246	GM26246	0	0	0	0	0	0
Gm26247	GM26247	0	0	0	0	0	0
Gm26248	GM26248	0	0	0	0	0	0
Gm26249	GM26249	0	0	0	0	0	0
Gm26250	GM26250	0	0	0	0	0	0
Gm26251	GM26251	0	0	0	0	0	0
Gm26252	GM26252	0	0	0	0	0	0
Gm26253	GM26253	0	0	0	0	0	0
Gm26254	GM26254	0	0	0	0	0	0
Gm26255	GM26255	0	0	0	0	0	0
Gm26256	GM26256	0	0	0	0	0	0
Gm26257	GM26257	0	0	0	0	0	0
Gm26259	GM26259	0	0	0	0	0	0
Gm26262	GM26262	0	0	0	0	0	0
Gm26263	GM26263	0	0	0	0	0	0
Gm26264	GM26264	0	0	0	0	0	0
Gm26265_1	GM26265_1	0	0	0	0	0	0
Gm26265_2	GM26265_2	0	0	0	0	0	0
Gm26268	GM26268	0	0	0	0	0	0
Gm26269	GM26269	0	0	0	0	0	0
Gm26270	GM26270	0	0	0	0	0	0
Gm26271	GM26271	0	0	0	0	0	0
Gm26272	GM26272	0	0	0	0	0	0
Gm26273	GM26273	0	0	0	0	0	0
Gm26274	GM26274	0	0	0	0	0	0
Gm26275	GM26275	0	0	0	0	0	0
Gm26276	GM26276	0	0	0	0	0	0
Gm26277	GM26277	0	0	0	0	0	0
Gm26278	GM26278	0	0	0	0	0	0
Gm26279	GM26279	0	0	0	0	0	0
Gm26280	GM26280	0	0	0	0	0	0
Gm26283	GM26283	0	0	0	0	0	0
Gm26284	GM26284	0	0	0	0	0	0
Gm26285	GM26285	0	0	0	0	0	0
Gm26286	GM26286	0	0	0	0	0	0
Gm26287	GM26287	0	0	0	0	0	0
Gm26288	GM26288	0	0	0	0	0	0
Gm26289	GM26289	0	0	0	0	0	0
Gm26290	GM26290	0	0	0	0	0	0
Gm26291	GM26291	0	0	0	0	0	0
Gm26293	GM26293	0	0	0	0	0	0
Gm26295	GM26295	0	0	0	0	0	0
Gm26296	GM26296	0	0	0	0	0	0
Gm26297	GM26297	0	0	0	0	0	0
Gm26298	GM26298	0	0	0	0	0	0
Gm26300	GM26300	0	0	0	0	0	0
Gm26301	GM26301	0	0	0	0	0	0
Gm26302	GM26302	0	0	0	0	0	0
Gm26303	GM26303	0	0	0	0	0	0
Gm26306	GM26306	0	0	0	0	0	0
Gm26307	GM26307	0	0	0	0	0	0
Gm26308	GM26308	0	0	0	0	0	0
Gm26310	GM26310	0	0	0	0	0	0
Gm26311	GM26311	0	0	0	0	0	0
Gm26312	GM26312	0	0	0	0	0	0
