ProbeID	Name	HCT116_DMSO_A1_S25_L003	HCT116_DMSO_B1_S27_L003	HCT116_DMSO_C1_S26_L003	HCT116_PF_20uL_D1_S30_L003	HCT116_PF_20uL_E1_S29_L003	HCT116_PF_20uL_F1_S28_L003	SW480_DMSO_A2_S31_L003	SW480_DMSO_G1_S32_L003	SW480_DMSO_H1_S33_L003	SW480_PF_20uL_B2_S36_L003	SW480_PF_20uL_C2_S35_L003	SW480_PF_20uL_D2_S34_L003
ENSG00000161999	JMJD8	6.295374796	6.404556232	6.486905685	5.267027799	5.439673249	5.411007308	6.335396894	6.396852784	6.372117206	5.831081437	5.679489389	5.593196674
ENSG00000169599	NFU1	5.258347698	5.351238068	5.427777382	5.501479368	5.565681493	5.691881875	5.529510952	5.377148326	5.521488506	5.297916031	5.403681586	5.444552447
ENSG00000116747	RO60	4.846260169	4.830482147	4.708386848	4.084537061	4.746516363	5.110670802	4.607536272	4.85880797	4.788747927	4.486576596	4.786557994	4.714666339
ENSG00000173898	SPTBN2	3.261144591	3.193186663	2.911545484	3.298407919	3.676961335	3.07656662	3.310808193	3.21779884	3.442830842	3.246945357	2.673700935	2.790276495
ENSG00000148120	AOPEP	2.586640845	2.755150775	2.948985558	3.868397141	3.877944152	3.539062368	2.848450623	2.481751211	2.584222521	3.72667847	3.808501687	3.546691759
ENSG00000132388	UBE2G1	4.790180036	4.901182018	4.799138815	4.486550146	4.871370704	4.760193956	4.771336754	4.641450251	4.688759447	4.764891596	4.894091384	4.871255364
ENSG00000108018	SORCS1	0	0	0	0.060626698	0.06138539	0.019493411	0	0	0.022388268	0	0	0
ENSG00000135482	ZC3H10	2.340156064	2.605585833	2.450778139	2.296625969	2.60376282	2.214037513	2.49666712	1.967719014	2.245583889	3.012318191	3.03974255	3.061713132
ENSG00000170006	TMEM154	0.160237392	0.100635799	0.125820354	2.618114729	2.892434743	2.662153762	0.110371128	0.119083882	0.088354253	3.665100063	3.667047828	3.678129724
ENSG00000170049	KCNAB3	0.942030767	1.521379986	1.550370759	0.943062391	1.09008311	1.23758348	1.063808292	1.426947961	1.314568345	1.558173574	1.570601219	1.525936859
ENSG00000288637	None	0.400948821	0.497279211	0.57804022	0.348148552	0.395954471	0.607879658	0.249521797	1.446727874	0.656024014	1.186875128	0.941270859	1.04030682
ENSG00000196275	GTF2IRD2	1.182204877	1.933612671	1.996422156	1.950449377	2.044895146	2.993741197	1.418745434	0.795640042	2.49154398	1.830526433	2.513005302	2.811659678
ENSG00000092841	MYL6	9.679966832	9.674715829	9.722310998	10.19027798	10.25215	9.986357113	9.851355942	9.967929653	9.779224854	10.35688214	10.30399074	10.35223927
ENSG00000115568	ZNF142	3.284615847	3.345937072	3.29950521	2.888074755	3.38461931	3.172956443	3.211236534	3.174513642	3.243289014	3.607661607	3.619349737	3.510173537
ENSG00000127580	WDR24	3.069722271	2.974128459	3.177705118	3.5733698	3.984144534	4.226597771	2.694177056	3.125705615	3.188160017	4.452061639	4.317545028	4.190950449
ENSG00000066468	FGFR2	3.05604821	2.976362028	3.104844767	2.116660307	2.071150525	2.250824496	3.362506387	3.122046211	3.190639696	1.524669521	1.713861279	1.537255601
ENSG00000183011	NAA38	7.932776346	7.918668848	7.99442359	7.270685257	7.346570287	7.084426701	7.931697197	8.281220524	8.075447691	7.400764187	7.268503534	7.229215185
ENSG00000166441	RPL27A	11.06202181	11.03697146	11.08400266	11.57233902	11.44723562	11.86667366	11.16209655	11.26898547	11.13248509	10.83941125	10.95887652	11.00199032
ENSG00000188760	TMEM198	1.117456347	0.909687097	1.348868629	2.139986101	2.01866515	2.308586297	0.6861446	0.979398131	1.189617112	1.964682153	1.796016655	1.793776052
ENSG00000181652	ATG9B	1.736777166	1.519647222	1.445779347	0.200958898	0.092617181	0.297641502	1.520798369	1.830880059	1.52041043	0.339146281	0.279687015	0.302538751
ENSG00000274611	TBC1D3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198885	ITPRIPL1	3.59162772	3.298550256	3.495677267	0.090003141	0.113609161	0.012523265	3.222186926	3.413414276	3.381149758	0.074046934	0.07114263	0.051394516
ENSG00000140983	RHOT2	5.662387136	5.728999214	5.592983547	6.426135443	6.407332183	6.593221722	5.241461159	5.664534921	5.643973568	6.630224745	6.763191674	6.651879561
ENSG00000163040	CCDC74A	3.168493779	3.270952569	3.366101579	0.404989747	0.376957226	0.608545277	3.079599981	3.109327459	2.982782253	0.289090681	0.289010507	0.115274072
ENSG00000134207	SYT6	0	0	0	0	0	0	0.033351389	0	0	0	0	0
ENSG00000164900	GBX1	0.919066965	0.848661996	0.939516216	0.226961366	0.055954987	0.162633242	1.180261184	1.412942448	1.21721086	0.106979804	0.123088473	0.279524664
ENSG00000228300	FAM174C	6.088907253	6.199251488	6.140426588	7.178561969	7.163455056	6.998602197	6.052400656	6.342122221	6.285384888	7.604191074	7.445668841	7.406298517
ENSG00000248767	FOXL3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108395	TRIM37	4.902070202	4.843527605	4.874261653	4.248801067	4.389138069	4.294893971	5.042145129	4.733589454	4.834910852	4.61962042	4.56950294	4.716471979
ENSG00000127922	SEM1	8.568272786	8.488992235	8.561325228	8.562094143	8.542551683	8.555810566	8.624792306	8.867475348	8.546468968	8.653012008	8.638949216	8.587714925
ENSG00000149968	MMP3	0.397668268	0	0.065474153	0.429018143	1.367182608	1.355918372	0	0	0	0.443294423	0.235950032	0.843580315
ENSG00000105610	KLF1	0	0	0.038243013	0	0.155588637	0.033675026	0.15428637	0.071099234	0.113464875	0	0	0.174095729
ENSG00000008441	NFIX	3.569250339	3.643385679	3.578831262	3.336276389	3.842255736	3.646750793	3.425165069	3.634863115	3.454150883	3.62413272	3.695034258	3.648910378
ENSG00000262406	MMP12	0	0	0.033108473	0.119793335	0.161361446	0.02930587	0	0.031075707	0	0.036458883	0	0.07809838
ENSG00000163467	TSACC	2.379432989	2.121423941	2.230294025	0.774850721	0.606237536	0.725052687	2.077897533	1.906235656	2.282654785	0.603640349	0.903093817	0.663646108
ENSG00000137692	DCUN1D5	6.211163739	6.239527102	6.316825177	5.885509403	5.941000876	6.147911067	6.136396794	6.070850294	6.277940313	5.276502346	5.422479362	5.402828336
ENSG00000222038	POTEJ	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173852	DPY19L1	5.023680033	5.198733412	5.043082682	2.908560216	3.622992367	3.182919425	5.15866923	4.726571827	4.886006669	3.511489419	3.850892713	3.705017554
ENSG00000204634	TBC1D8	4.508596492	4.562405707	4.502016999	4.178821784	4.615933555	4.261535253	4.502258032	4.373775703	4.530611402	5.032078621	4.852663982	4.875969822
ENSG00000075975	MKRN2	4.651260113	4.767614705	4.64741485	4.872057248	5.242448568	5.125331179	4.630481885	4.585364872	4.690439468	5.486638472	5.326062268	5.499376241
ENSG00000243710	CFAP57	0.883865858	0.562486279	0.967712154	0.050906187	0.343805184	0.128663201	0.54243141	0.636034593	0.409837105	0.106051039	0.257274505	0.167487418
ENSG00000139613	SMARCC2	4.910488064	4.983068347	4.988370577	5.39663834	5.66373661	5.325835208	5.014780562	4.929416975	5.066834182	6.008919223	5.826989003	5.834175439
ENSG00000163013	FBXO41	3.548428573	3.684222914	3.518040938	3.12103928	3.267219959	3.1231303	3.475309314	3.500927328	3.513488472	3.377395156	3.442032088	3.369409542
ENSG00000172667	ZMAT3	2.370615436	2.384324777	2.584317712	2.055730907	2.216784808	2.212500549	2.353163485	2.340710091	2.274047813	2.446458722	2.475761701	2.568729685
ENSG00000153982	GDPD1	3.080631504	2.963856203	3.025012117	1.371321377	2.091103002	1.383088851	3.047651106	2.727543867	3.044818646	2.326142969	1.849840374	1.829808984
ENSG00000105989	WNT2	0.03154214	0.080004039	0.067723927	0	0	0.060020536	0	0.124548228	0.044233648	0	0	0.040935315
ENSG00000187240	DYNC2H1	0.247770904	0.48688629	0.499995142	1.076741729	0.924178272	0.88353347	0.313101865	0.258794473	0.489260401	0.437361869	0.569126483	0.648226962
ENSG00000154518	ATP5MC3	8.760844338	8.759706562	8.750687895	7.506923687	7.43978485	7.448058307	8.824138382	8.638596792	8.755130269	7.304798311	7.192739611	7.252292459
ENSG00000154438	ASZ1	0.019585939	0.097829409	0.064780843	0.183499218	0.135792654	0.12884601	0	0.042648158	0.045471657	0.046194073	0.05394254	0.121915634
ENSG00000121879	PIK3CA	2.823834778	2.733929373	2.880748474	3.088406988	3.35013302	3.337752252	2.92780204	2.709435935	2.907591671	3.249772436	3.330987416	3.351844929
ENSG00000117395	EBNA1BP2	6.949567358	6.907006189	6.946550068	5.814778601	6.015312056	6.043894992	6.912235222	7.010198594	6.904376036	6.30727698	6.383968618	6.387207013
ENSG00000153914	SREK1	4.974457727	5.14134172	5.063060583	5.368635665	5.566683236	5.289118656	4.858350029	4.97912687	4.948278775	6.587678571	6.401249982	6.325298169
ENSG00000175155	YPEL2	1.43768594	1.592879887	1.529347165	2.427836771	2.185253317	2.203574799	1.602057692	1.487944399	1.364007183	2.279553903	2.143613006	2.220168308
ENSG00000145362	ANK2	0.946721042	0.756246997	0.905504563	1.255310339	1.320624291	0.97346598	0.792979195	0.721493136	0.836692152	1.085629729	0.870097339	1.313157767
ENSG00000187514	PTMA	11.89317752	11.8486559	11.79553262	9.302292683	9.446767183	9.640751851	11.69295411	11.91261956	11.79661672	9.502289366	9.531271269	9.506740969
ENSG00000116874	WARS2	2.955181102	2.681975646	2.946927136	3.580840609	3.60090341	3.437604612	2.84933839	2.818176082	2.850709427	3.586623409	3.856811242	3.533098446
ENSG00000196172	ZNF681	0.049008951	0.041495467	0.025421069	0.031715603	0.106446685	0.052491296	0.027229795	0.00803162	0.008677199	0.053911376	0.064281925	0.071662322
ENSG00000198064	NPIPB13	3.629647461	3.915851182	3.606873432	3.430935276	4.174499101	3.893846588	3.465699199	3.719711456	3.770148229	4.363815596	4.523163466	4.483579059
ENSG00000161955	TNFSF13	1.639284498	1.308696374	1.527066331	4.79036273	4.824439722	4.35877018	1.328830836	1.642518503	1.547895944	5.725448253	5.51076401	5.556289308
ENSG00000065600	PACC1	4.36600727	4.326639449	4.517088509	4.059473824	4.083369035	4.271391835	4.380182933	4.547253623	4.526539614	4.159667852	3.737592345	4.152180255
ENSG00000284209	CCNYL1B	0.079304511	0.061640042	0.017550535	0.016367948	0.115290454	0.030934929	0.036731193	0.032710808	0.017889135	0.076290506	0.108792062	0.122235239
ENSG00000011590	ZBTB32	0.13529937	0.234380897	0.646551349	0.439917976	0.609493438	0.178570603	0	0.374294349	0.091343186	0.824019127	0.448233881	0.470721143
ENSG00000077063	CTTNBP2	1.662031819	1.768215328	1.921140514	1.832204445	2.127913868	1.955620432	2.199014388	1.77739699	1.826248437	0.77883473	0.371966607	0.409553106
ENSG00000009780	FAM76A	2.72433769	2.68314397	2.598841578	2.405410809	3.070068808	2.652807695	2.86790259	2.440312275	2.767618572	2.496849368	2.725717387	2.952185561
ENSG00000068796	KIF2A	4.233438507	4.241113103	4.255567352	4.147889277	4.557269355	4.809686539	4.289190014	4.16355974	4.132627698	4.172137237	4.197372344	4.212905135
ENSG00000198300	PEG3	0	0	0	0	0.008359093	0.006348944	0	0	0	0	0	0
ENSG00000140694	PARN	4.648065488	4.636397594	4.755059814	4.678310206	4.951504892	4.874144203	4.674408482	4.582083648	4.628251396	5.140281597	5.15121984	5.142936002
ENSG00000241553	ARPC4	6.863867862	6.91182336	6.954241755	6.266022872	6.460403455	6.560909583	6.958808347	6.775874758	6.935300265	6.402711724	6.412498292	6.429845321
ENSG00000170412	GPRC5C	3.263969795	3.326396552	3.158392775	3.982514466	3.71502734	3.416960434	3.099294699	3.168066511	3.307926766	4.318894021	4.235235127	4.158806538
ENSG00000123992	DNPEP	6.207586246	6.380638671	6.391955214	6.390621449	6.569920665	6.474152084	6.215857505	6.19454594	6.273395598	6.575818048	6.527172186	6.517922887
ENSG00000023572	GLRX2	4.722685144	4.692068377	4.789149136	4.386735582	4.361871646	4.12309768	4.603184197	4.676554491	4.74479473	4.257234701	4.51654408	4.707094315
ENSG00000033100	CHPF2	2.555888043	2.721940875	2.628881752	4.602961291	5.139802134	5.337352111	2.709236589	2.52401301	2.815536185	5.184409766	5.231823021	5.145347228
ENSG00000167851	CD300A	0.019787015	0.065854068	0.076838988	0	0	0	0.029946127	0	0.100882003	0	0	0
ENSG00000163964	PIGX	3.924170023	4.021600806	3.731421354	3.443915976	3.502893591	3.33519996	3.695298569	3.528264995	4.110721951	3.285091958	3.685902259	3.437949838
ENSG00000160991	ORAI2	2.048214559	1.763801345	2.139528826	1.344594472	2.069383712	2.121670371	1.555970394	1.786717218	1.770624285	1.582798472	1.961587655	1.619898914
ENSG00000134644	PUM1	4.843634858	5.016916703	4.883062593	5.08830954	5.599020207	5.597326632	4.88266903	5.042697168	4.787914126	5.708754048	5.614507588	5.809520379
ENSG00000197763	TXNRD3	3.123622001	3.253681347	3.512689082	2.314359925	2.666402122	2.630266135	3.327924182	3.257190295	3.198958005	2.430608037	2.478701614	2.289798737
ENSG00000274570	SPDYE10	1.119002184	1.257887438	1.155249901	0.879973111	1.323641922	1.142802309	0.571444795	1.127682799	0.909842521	2.241543074	1.145896924	1.845519356
ENSG00000164647	STEAP1	4.511719641	4.41500319	4.589247428	4.018473233	4.229839527	3.982157139	4.574734048	4.184586021	4.497858542	5.149079668	5.126393499	5.109422997
ENSG00000178789	CD300LB	0.011845164	0	0	0	0.058291833	0	0	0	0	0	0	0.015415498
ENSG00000181852	RNF41	4.832354143	4.863318979	4.762032068	5.124937429	5.430734406	5.397813193	4.743022586	4.793796856	4.842335759	5.469837831	5.378333321	5.327806805
ENSG00000167850	CD300C	0.194505676	0.117268687	0.118647705	0.056533172	0.165273958	0.105291475	0.084529255	0.093609392	0.120980776	0.19071978	0.149480501	0.184723351
ENSG00000204345	CD300LD	0.168686959	0.166683313	0.09644093	0.089897006	0.069406312	0.043235861	0.051707589	0.045963897	0.049899628	0.118703247	0.076641865	0.058495081
ENSG00000157214	STEAP2	2.325848855	2.43866306	2.323607469	2.549723206	3.150962626	2.722190793	2.34053986	2.097247051	2.352836758	3.772051326	3.484034083	3.632933331
ENSG00000169733	RFNG	5.243146558	5.197662557	5.188698303	4.781313127	4.971311738	5.190730603	5.093747177	5.343973454	5.21020497	4.773151817	4.856388476	4.739672615
ENSG00000179097	HTR1F	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000114779	ABHD14B	6.242875491	6.273881944	6.242857699	5.026823647	4.962308052	4.595318001	6.211485101	6.155596367	6.317174147	4.674463759	4.957942496	4.822122661
ENSG00000113249	HAVCR1	0.06609801	0.125689053	0.094528498	1.694570454	0.79368301	0.247607959	0.133647428	0.089022417	0.09581683	0.944961866	0.787270298	0.844487695
ENSG00000269699	ZIM2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239732	TLR9	0.245723215	0.098026691	0.114755601	0.22081036	0.391242008	0.480410935	0.201012741	0.092854746	0.194944343	0.336212537	0.365492102	0.424210506
ENSG00000185404	SP140L	4.053091882	3.951894913	4.101859642	4.423201784	4.957436963	4.909299183	3.90055985	3.890484535	4.059769976	5.38908946	5.590839625	5.457478331
ENSG00000174915	PTDSS2	4.185684215	4.432188428	4.107984328	3.900537329	4.080514836	4.046068684	4.006847975	4.001951142	4.452071658	4.054637613	3.986476943	4.154627114
ENSG00000139579	NABP2	5.312074892	5.234495994	5.301740175	5.00287	5.357445558	5.609552749	5.196074629	5.330515377	5.350009972	5.239070366	5.273753464	5.310438103
ENSG00000163918	RFC4	6.521480827	6.515039721	6.577594917	3.967746031	4.116165358	4.150187663	6.644811385	6.584819802	6.576550828	3.773296955	3.94671168	3.654822514
ENSG00000169718	DUS1L	6.95309275	6.88301166	6.833101518	7.272903733	7.17039955	7.293608613	6.763525097	6.818723673	6.971178857	7.508438644	7.445896347	7.41872794
ENSG00000196453	ZNF777	2.662412886	2.484310883	2.592930582	3.594679915	3.63106935	3.635081054	2.38354671	2.606852	2.622145555	3.905880355	3.975446766	3.867847056
ENSG00000181220	ZNF746	3.275208236	3.285350133	3.376264027	3.578773548	3.880772441	3.774412597	3.317642269	3.4562676	3.215715246	4.096434504	4.075323913	3.89389424
ENSG00000205838	TTC23L	0.303800383	0.699491667	0.368871247	0.495538197	1.460644808	0.714310061	0.852668955	1.456852189	0.425634179	1.794208644	1.151201858	1.207861812
ENSG00000149089	APIP	4.971260505	4.979574822	4.951303788	3.928729128	4.341318809	4.363487832	4.998669628	4.957309914	4.944660296	4.520134687	4.25753614	4.238471847
ENSG00000135248	GARIN1B	0	0	0.07726228	0	0	0.104606011	0	0	0	0	0.275325359	0
ENSG00000180044	C3orf80	0.851691083	0.994132184	0.890135356	0.111878647	0.050651862	0.05419389	0.772227729	0.672969277	0.723304293	0.094319723	0.052243373	0.025344381
ENSG00000232382	OR5K1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000139540	SLC39A5	0.183617614	0.735560302	0.399179408	3.886055996	2.224566675	0.644743232	0.513944252	0.21316945	0.337030653	0.505560393	0.64893568	0.470605582
ENSG00000144681	STAC	0.177232788	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189042	ZNF567	0.905028356	0.497364857	1.275139924	2.560401954	2.956698453	3.009028694	0.021666516	0.753410453	0.86744485	2.950198084	3.402028136	2.993883916
ENSG00000273045	C2orf15	1.004494201	0.848285417	0.876252498	2.899133084	2.894606314	2.79707961	1.015251343	0.781460436	0.882257236	2.750743694	2.392990523	2.563838795
ENSG00000110435	PDHX	3.939390607	4.073581535	3.971809399	4.386153922	4.6315819	4.9703246	3.96916171	3.751394991	3.841710714	4.634151332	4.627778994	4.693044352
ENSG00000198677	SKIC3	3.489202979	3.486438574	3.342262522	3.764359685	3.57640099	3.552333921	3.434354448	3.156927934	3.293306829	3.236016473	3.222507281	3.153717149
ENSG00000163328	GPR155	1.694304412	1.363860158	1.405841549	0.932571665	1.589602433	1.40093603	1.535667301	1.89622224	1.454183738	1.294683087	0.974511612	1.206139318
ENSG00000004799	PDK4	1.111512197	1.13633578	1.08960662	2.442029168	2.0676456	1.743028027	1.28777546	1.117429084	0.954447969	1.517628449	1.590023724	1.512521717
ENSG00000272333	KMT2B	4.043250527	3.806055602	3.891129073	4.570079534	4.876742898	4.986288142	3.917373607	4.030677209	3.814599138	4.869176634	4.792784517	4.728390969
ENSG00000184860	SDR42E1	3.636690737	3.618455983	3.400193609	0.695270503	0.666095754	0.127833724	3.699976872	3.4647911	3.611638642	0.092838919	0.047570634	0.10097711
ENSG00000139645	ANKRD52	4.417751405	4.497377645	4.540617274	3.8854755	4.306308071	3.98432296	4.600099209	4.517185727	4.512985013	4.58006985	4.664977402	4.643071092
ENSG00000086696	HSD17B2	0.146338498	0.1612634	0.18971325	1.746277505	1.033049253	0.7060177	0.175580807	0.120103064	0.104389401	0.303723594	0.338903684	0.182546114
ENSG00000169710	FASN	8.192678918	8.143884318	8.22748071	5.977658154	6.08388254	6.405190798	7.975401652	8.272067058	8.162819271	6.298328086	6.207159306	6.255498552
ENSG00000158560	DYNC1I1	0.249351525	0.366170445	0.234160625	1.590956404	1.636907808	1.218803668	0.542868187	0.193553509	0.099342878	1.549596233	1.178416097	1.065631865
ENSG00000198398	TMEM207	0	0	0	0.873543135	0.265668525	0	0	0	0	0	0	0
ENSG00000135698	MPHOSPH6	5.776945297	5.801638267	5.806849555	4.20653383	4.304546817	4.13189219	5.745833195	5.808969244	5.779616856	4.662641376	4.521205743	4.71196244
ENSG00000019505	SYT13	1.040110394	1.043470499	1.11780806	0.145468779	0.253641768	0.259371446	1.110868399	0.863951926	1.168012966	0.559221604	0.188930554	0.274154771
ENSG00000231213	PLSCR5	0	0	0	0.056135669	0	0.114736014	0	0	0	0.188047646	0	0
ENSG00000135469	COQ10A	3.036061578	3.094599232	3.083345801	2.766945373	2.53806679	2.470054012	3.400941855	3.298140671	3.256841891	2.464786135	2.610813196	2.69165498
ENSG00000177595	PIDD1	4.617518714	4.476022619	4.485472555	3.422978111	3.291329491	3.52131023	3.864564341	4.410469872	4.490960657	3.542291857	3.578361037	3.331214204
ENSG00000144852	NR1I2	0.012028135	0.015459603	0.066031447	0.065213834	0.018147735	0.018899618	0	0	0	0.216128262	0.053954598	0.025619788
ENSG00000062485	CS	7.552431077	7.570986124	7.562469886	6.444360392	6.609264322	6.557292752	7.534535167	7.462359734	7.484743994	6.750255757	6.776785316	6.833962323
ENSG00000197223	C1D	4.532942532	4.68197441	4.679906961	5.051028224	5.291500402	5.377585955	4.641412562	4.300626237	4.597081908	5.441452212	5.343579763	5.311316929
ENSG00000113889	KNG1	0.012354216	0.015877747	0	2.639852643	1.266562887	0.316797994	0	0	0	0.031262073	0.11244366	0.063330085
ENSG00000186318	BACE1	3.21130018	3.33358059	3.147331733	3.962203253	4.179762067	3.587608656	3.49807956	3.224303344	3.151694679	3.853631269	4.285086197	4.051863559
ENSG00000010319	SEMA3G	1.178188133	1.166580487	1.065406871	1.90449142	2.171092471	1.740504509	0.869347994	1.052436762	1.0797365	2.099991974	1.911219873	1.93051103
ENSG00000215788	TNFRSF25	4.001828908	4.187552958	4.146074826	4.538370748	4.395168872	4.622074141	4.046312302	4.026381086	4.095448348	4.18679615	4.380417357	4.204004284
ENSG00000196646	ZNF136	0.335040249	0.325056042	0.266357431	2.136410924	2.122640254	2.407517897	0.297447469	0.274926564	0.049796076	2.688805205	2.964538181	2.50331642
ENSG00000114854	TNNC1	1.920026463	1.812823078	2.259465336	7.316752079	7.608975306	7.655686701	1.835318177	1.906041272	2.245930353	7.4161091	7.189235799	7.188169847
ENSG00000124772	CPNE5	0.568066846	0.097197479	0.576332587	0.166477782	0.094735863	0.043875425	0.59259529	0.461088874	0.279221781	0.274490971	0.112551886	0.503935258
ENSG00000004777	ARHGAP33	3.900865746	4.511936675	3.858206237	1.988814455	2.288820092	1.601537788	3.986574565	3.855428153	4.674204982	2.253018312	1.886073033	1.876098836
ENSG00000197943	PLCG2	3.919181511	4.069852578	4.022132011	2.225109084	2.696496942	2.601859455	4.184419466	4.108213364	4.021722479	2.558458115	2.50384333	2.466933977
ENSG00000196859	KRT39	0.01668301	0.056426349	0.22583018	0	0	0.042309397	0.178456638	0.045344411	0.267407073	0.120155099	0	0
ENSG00000010322	NISCH	5.064748025	5.174321631	5.228628822	5.704068107	6.032122029	5.864883247	4.999399449	5.066268375	5.069612124	6.341689157	6.345411315	6.256231469
ENSG00000212899	KRTAP3-3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212900	KRTAP3-2	0	0.124380548	0	0	0	0	0	0	0	0	0	0
ENSG00000212901	KRTAP3-1	1.787428285	2.187884906	1.881378793	2.499993816	2.169527404	3.345282818	1.960626617	1.798316004	1.636107187	2.003803696	1.782265966	1.550156968
ENSG00000221852	KRTAP1-5	0	0	5.29E-06	6.42E-05	0.000137729	0.00021738	0	0	0	1.69E-05	0	3.20E-06
ENSG00000221880	KRTAP1-3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188581	KRTAP1-1	0	0	0	0	0	0	0	0	0	0	2.28E-07	0
ENSG00000212724	KRTAP2-3	2.2409035	2.184159668	2.253311615	0.258795076	0.237518442	0.224541672	1.886807644	1.881715514	2.273739662	0.602179394	0.545337793	0.666659349
ENSG00000213417	KRTAP2-4	0.032656791	0.041243122	0.073063391	0	0	0	0.072402063	0	0.036663261	0	0	0
ENSG00000212721	KRTAP4-11	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213416	KRTAP4-12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198271	KRTAP4-5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171396	KRTAP4-4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000141506	PIK3R5	0.869287105	0.99439399	1.125405254	0	0.18910765	0.011496767	1.363756112	1.224793116	0.961319721	0	0	0
ENSG00000177688	SUMO4	0.118888595	0.222536271	0.129744474	0.386433534	0.782078049	0.733924364	0.431610124	0.122314237	0.194361945	0.072046925	0.376219247	0.078418556
ENSG00000178199	ZC3H12D	0.163400832	0.16792436	0.191289245	0.391915061	0.809937589	0.542006987	0.157176975	0.091792434	0.104578207	0.731613379	0.85501854	0.948893094
ENSG00000115414	FN1	4.00193577	3.980476013	3.838039152	5.910504951	4.461329037	3.210452012	4.065450163	4.024453569	3.852221179	4.77954344	4.677712218	4.626086726
ENSG00000174943	KCTD13	4.345029764	4.403820422	4.383551704	4.275177761	4.582575737	4.59878728	4.244988942	4.351924809	4.180465446	5.241870455	4.997230344	5.052233659
ENSG00000167378	IRGQ	2.484478201	2.528324764	2.459337185	2.61309312	2.97228276	2.969734396	2.366551628	2.125558533	2.341715394	3.320614645	3.396774641	3.481534032
ENSG00000124444	ZNF576	3.727304265	3.722673452	3.374087425	3.765849453	3.916095187	4.147206553	3.736266836	3.912395599	3.646127281	4.135152886	4.137868086	4.068303986
ENSG00000055208	TAB2	5.06192452	4.982172202	4.939493837	4.761493784	4.989363437	4.879783436	5.066404137	5.043452475	5.014256327	4.914526303	4.832876853	4.978615241
ENSG00000114841	DNAH1	1.96310108	1.864115804	1.421237844	2.117205308	1.64387027	1.255912787	1.613661725	1.675829387	2.0142668	1.733595131	1.906720185	1.974578209
ENSG00000260097	SPDYE6	0.230642028	0.350352405	0.138693912	0.12831122	0.301237612	0.257532067	0.202642141	0.365739563	0.171501486	0.417422106	0.331693753	0.433892049
ENSG00000093144	ECHDC1	5.629369937	5.721056331	5.686177776	5.856409326	6.19904769	6.137091844	5.725801213	5.757726949	5.758470519	6.41586058	6.32931074	6.388657132
ENSG00000248483	POU5F2	0.090871176	0.175829874	0.178596098	0.14254414	0.196809712	0.139341133	0.118249676	0.135675389	0.091216429	0.368552697	0.287884772	0.36131134
ENSG00000226763	SRRM5	0.475951278	0.568107035	0.679206769	0.432140579	0.789869446	0.545430717	0.432496602	0.534136326	0.642205264	0.990973733	1.060324166	0.848706858
ENSG00000175745	NR2F1	6.570298068	6.552487126	6.624069127	2.479200295	2.703411714	2.65385523	6.334647466	6.515933173	6.554376269	1.45458495	1.32796645	1.510982168
ENSG00000188186	LAMTOR4	7.596454219	7.578904517	7.520376217	7.600418916	7.518433566	7.354665497	7.675633085	7.741117063	7.636199731	7.680754485	7.577172867	7.499695018
ENSG00000062822	POLD1	5.658700536	5.699968185	5.765046228	2.930162983	3.139949344	3.16053893	5.112242751	5.644756531	5.693640213	2.657174701	2.789462451	2.235654464
ENSG00000188827	SLX4	2.627467231	2.711349088	2.647586443	1.677425622	1.766954254	1.565677887	2.495372336	2.737306679	2.564343363	2.231738365	2.222662386	2.356463591
ENSG00000285978	None	0.165915797	0	0	0	0.178783468	0.135777947	0.252758367	0	0	0	0	0
ENSG00000108840	HDAC5	4.91793494	5.040575665	5.049737964	5.410041903	5.43507261	5.537604073	4.990172962	5.150364038	4.969653169	5.480452686	5.109878031	5.318815624
ENSG00000169131	ZNF354A	3.43355039	3.422915159	3.416360925	3.726128876	3.856331799	3.606607809	3.583630519	3.433877764	3.557797396	3.744899911	3.71501431	3.748885606
ENSG00000135272	MDFIC	1.846670621	1.85447846	1.677393679	1.319417353	1.521047218	1.01021124	1.458360479	1.990895337	1.616017452	1.009848767	1.279901514	1.671537047
ENSG00000171490	RSL1D1	7.188722106	7.315254357	7.269360456	7.332723041	7.523703545	7.690748006	7.405640013	7.337728715	7.272263516	7.389693558	7.176984671	7.250139784
ENSG00000289604	CTAGE8	2.425231012	2.381635004	2.263884744	2.701187506	2.709306077	2.622286147	2.326209426	2.474041406	2.496083922	3.539270499	3.421629957	3.309713168
