ProbeID	Name	Xenograft_PF_treated_F1_S40	Xenograft_PF_treated_F2_S36	Xenograft_control_C1_S15	Xenograft_PF_treated_F3_S50	Xenograft_control_C2_S5	Xenograft_control_C3_S52
TRNT1	TRNT1	4.256391077	4.403416893	3.424467581	4.509886521	3.246454391	3.389900328
MCU	MCU	3.760788309	4.045980299	4.293018499	4.18573286	4.145568556	4.100917307
LIF	LIF	3.795657869	3.63484415	4.574086972	3.590012103	4.382241159	4.693270049
ABLIM2	ABLIM2	1.521198719	1.325616569	2.386347332	1.561597648	1.889116777	2.823144025
STK39	STK39	3.380715875	3.49530374	5.741521242	3.684054557	5.276967065	5.714250464
ACP5	ACP5	0.782226539	0.613343053	0	0.467529324	0.462784634	0.630179264
NAE1	NAE1	5.247059775	5.373093749	5.957906963	5.303551977	5.551436341	5.863232288
C4orf51	C4orf51	0	0	0	0	0.084729929	0
KCTD9	KCTD9	3.417147835	3.596689386	4.829620963	3.652432653	4.080301217	4.819916291
PSORS1C2	PSORS1C2	0	0	0	0	0	0.035722573
STAT5B	STAT5B	3.43370167	3.651162624	1.30511311	3.574956696	0.80013081	1.570777375
DIAPH2	DIAPH2	1.729955559	1.719681999	2.508043206	1.732686858	1.6587046	2.478984744
PYCR3	PYCR3	2.253352162	2.233394534	3.25407398	2.255100741	3.63846629	3.318592482
RPA4	RPA4	0.337859492	0.43877296	0.236862391	0.255794379	0.410849052	0.162693432
GRIFIN	GRIFIN	0	0	0	0	0	0
CHST10	CHST10	0	0	0.022103292	0	0	0
LY6G5C	LY6G5C	0.182740598	0.531871987	0.28236887	0.425891082	0.883776025	0.643653229
AL049650.1	AL049650.1	0.335025838	0	0.991726269	0.173086487	1.584813415	0.967896044
MTLN	MTLN	5.542424167	5.716418503	5.7523917	5.802395025	6.607709286	5.945071298
IQCK	IQCK	1.658155854	1.857242863	3.108268178	1.778785329	2.715725156	2.991680689
PAOX	PAOX	0.28329716	0.504481073	0.217543173	0.309604624	0.352986717	0.264950355
MKX	MKX	1.976292874	2.451336942	2.31299735	2.356948902	1.037527714	2.145764503
GNAT3	GNAT3	0	0	0.116009629	0	0.065506827	0.047679929
GRID2	GRID2	0.014000789	0.011624059	0.144952828	0.045876273	0	0.018489043
PPP1R2	PPP1R2	5.558202286	5.589157284	5.432286126	5.566742701	4.937057369	5.230973625
CNN1	CNN1	0.237643254	0.149611866	0.471488196	0.160733968	0.435606833	0.656920994
CRYGA	CRYGA	0	0	0	0	0	0.105844863
C16orf54	C16orf54	0.105236755	0.044987443	0.024584504	0.059031396	0.027013173	0.114609964
BFAR	BFAR	3.522478575	3.61591561	3.88362412	3.522925713	4.131148987	4.124247478
CRYGB	CRYGB	0	0	0	0	0	0
GPT	GPT	0.730343453	0.805668622	0.387081144	1.280165286	0.114797557	0.443015237
CYP4F12	CYP4F12	2.545639353	2.291268776	1.157506916	2.667013573	0.764797935	1.287201284
MKS1	MKS1	3.301621168	3.500438147	4.270176972	3.362436833	3.890556812	4.280488846
RAB18	RAB18	5.306780879	5.562457545	5.27094612	5.537720736	4.844857435	5.23372625
EIF5A2	EIF5A2	4.306792288	3.76287923	3.887784055	3.391895957	3.248268557	3.682691719
ZBTB22	ZBTB22	0	0	1.478785472	0	1.409233419	1.186063119
WFDC8	WFDC8	0	0	0	0.086535688	0	0
RNF125	RNF125	0.697958814	0.829657999	2.473459119	0.827719211	2.086667952	2.207377199
KIR3DL2	KIR3DL2	0	0	0	0	0	0
XKR3	XKR3	0	0	0	0	0	0.061643083
C11orf88	C11orf88	0.022517384	0	0	0	0	0
PNPT1	PNPT1	4.768576473	5.116960752	4.336236678	5.107173713	3.97974103	4.102600187
DYNLL2	DYNLL2	4.774001598	5.089536285	4.971584937	5.094865211	5.14099946	5.160654013
CC2D2A	CC2D2A	2.091159601	2.548254858	3.115287528	2.304504998	3.19577493	3.155803886
HSD17B8	HSD17B8	1.819585216	1.776139792	1.50974296	1.777053538	1.818804351	1.647271677
ZNHIT2	ZNHIT2	4.461188014	4.385803743	4.11409212	4.185600018	5.066481034	4.334739879
WDPCP	WDPCP	2.395722037	2.110402534	1.688498279	1.786382618	1.165291069	1.631231616
KIAA0232	KIAA0232	2.935435238	3.236652003	2.658624634	3.171429521	1.553633287	2.55125514
OR8K1	OR8K1	0	0	0	0	0	0
OR8K3	OR8K3	0	0	0	0	0	0
CCDC188	CCDC188	0.139909506	0.224625633	0.241304487	0	0	0.431063101
LRGUK	LRGUK	0.085425744	0.099545542	0.17474222	0.216880704	0.064485435	0.21979736
DNAJC28	DNAJC28	0.803264405	1.000584894	0.822084002	0.851816431	0.554173036	0.827921107
PEAK1	PEAK1	1.169013315	1.217262486	2.285080469	1.579197626	1.02738049	1.945259647
PRR20G	PRR20G	0	0.170210947	1.727497928	0	0.930226391	1.476257245
FAM53A	FAM53A	1.01370329	0.715457642	0.572169839	0.914439765	1.049180936	1.107369437
RNF169	RNF169	1.564314264	1.552809864	2.485645791	1.583965254	1.523637225	2.400587931
OR8H3	OR8H3	0	0	0	0	0	0
NUP88	NUP88	6.552290128	6.43755631	5.807898716	6.505593248	6.496098799	5.954201174
SAMD8	SAMD8	3.027951366	3.143093452	2.834075878	3.173962419	2.406089616	2.979357922
UCN3	UCN3	0	0	0.056847906	0	0	0.04580318
CACTIN	CACTIN	4.355571441	4.118044206	4.642366502	4.125517221	4.777385378	4.626122199
LNPEP	LNPEP	2.326018103	2.560454512	1.77070906	2.550719701	0.787355229	1.515589035
CEP295	CEP295	2.116670598	2.420029001	2.826978156	2.370826791	1.689362593	2.703774036
ARHGAP21	ARHGAP21	3.966436143	4.246202021	4.671204005	4.141908995	2.998337527	4.103319201
CBX4	CBX4	6.083213262	5.784477181	5.599342434	5.753625394	5.277771302	5.600261694
FAM156B	FAM156B	3.067609636	2.960572686	1.973152038	2.838963663	2.292163909	1.503559501
KCNJ18	KCNJ18	0	0	0.094765209	0	0.070154356	0.080093708
TUBB	TUBB	5.886532096	5.838726599	6.085148105	5.814937287	5.878614288	6.120021305
OR5AS1	OR5AS1	0.126382314	0.250999156	0.251464611	0.106101975	0.09227321	0.161931527
TLE2	TLE2	1.934614741	1.465592498	4.888064166	1.53886898	4.053848949	4.671080803
SLC39A2	SLC39A2	0	0	0.269353976	0	0.116748803	0.043348145
PDZRN3	PDZRN3	0	0.055848677	0	0	0	0.018503286
OR8I2	OR8I2	0	0	0	0	0	0
TUBAL3	TUBAL3	0.507845371	0.569603859	0.827174992	0.677980832	0.743606305	0.724205827
HLA-DMA	HLA-DMA	0.964262582	1.165516644	1.259722327	0.920709385	0.744462953	1.176074116
OR8H2	OR8H2	0.022389887	0	0	0	0	0
UBXN2B	UBXN2B	3.778293853	3.62760357	3.787403627	3.720933659	2.716982556	3.572894882
CCNH	CCNH	5.952046723	5.890495279	5.108504175	5.873367306	5.137706688	5.011026785
FANCI	FANCI	3.529777207	4.077798868	5.856671703	3.779952998	4.740881786	5.759946356
ATP6V0D1	ATP6V0D1	6.156423746	6.361127865	5.342848652	6.224826654	5.907371024	5.422435021
UGT2B4	UGT2B4	0	0	0	0	0	0
LMBR1	LMBR1	4.348318689	4.635771395	4.987877022	4.576473644	4.447700921	4.989320364
KRTAP12-4	KRTAP12-4	0	0	0	0	0	0
FKBP1A	FKBP1A	7.15457042	7.286691033	8.128331406	7.334727608	8.345782596	8.181422002
G6PD	G6PD	7.460113729	7.359602525	6.511651401	7.39035778	6.900548994	6.619288721
RBMXL1	RBMXL1	2.116965533	2.340824294	2.277253696	2.357377463	1.761411961	1.85950328
C4orf33	C4orf33	3.321238466	3.295994232	2.497242263	3.398570397	1.887776356	2.24540521
KIR2DS5	KIR2DS5	0	0	0	0	0	0
KIR2DS1	KIR2DS1	0	0	0	0	0	0
C5orf46	C5orf46	0.158475343	0	0	0	0	0
CIPC	CIPC	2.566876026	2.950879514	3.162093675	2.951630128	2.439912179	3.094878213
IKBKG	IKBKG	4.069631809	4.158411519	4.059540795	3.911865433	4.445129495	4.152155497
VPS26B	VPS26B	3.751254672	3.885598181	4.57199122	3.771301898	4.18204572	4.610795483
C14orf28	C14orf28	1.941277245	1.621371117	1.335135746	1.276821794	1.440277188	1.498356168
ST6GALNAC6	ST6GALNAC6	2.870638002	2.768534254	4.535098578	2.789747366	4.686127512	4.423599146
GPAT3	GPAT3	3.777059957	3.921184275	4.914452299	3.867908717	4.997300719	4.870580866
BTBD9	BTBD9	2.004327103	2.192644487	1.836516306	2.10907037	1.428117776	1.748435857
TMEM25	TMEM25	2.910274975	2.977379159	3.909244501	2.995219238	3.889103398	3.997638893
TIGD5	TIGD5	1.989861991	1.946349085	1.75154513	1.867588129	1.990980266	1.958196797
SLC27A5	SLC27A5	2.696730468	2.904539223	4.239195922	2.78111795	4.862179272	4.431929383
PLA2R1	PLA2R1	1.075707182	0.770904297	0.025477484	0.942791476	0.009211697	0.006726743
LEPR	LEPR	0.666566809	0.679299927	1.929732456	0.593774541	1.113825318	1.80988311
UBAC2	UBAC2	5.842322017	5.957327572	5.369537709	5.840635974	5.717836085	5.517736375
TRIM39	TRIM39	0.416559739	0.544333443	0.621398867	0.56295824	0.768763955	0.85158975
CARD18	CARD18	0	0	0	0.096216912	0	0.062981545
Z83844.3	Z83844.3	0.299944438	0.512387711	0.835123702	0.215504655	0.898977585	1.420940456
CASP8	CASP8	4.166422539	4.435983311	4.492639741	4.585436324	4.283724907	4.391602906
GABRA2	GABRA2	0.097964685	0.210893539	0.232095846	0.075263577	0.316957826	0.382238918
AC010487.3	AC010487.3	0	0	0.151843234	0	0	0.468138059
PARVG	PARVG	0.218134026	0.355220415	0.144663789	0.376446426	0.051750181	0.028973474
ERVV-1	ERVV-1	0	0	0	0.023690686	0	0
IGFBP4	IGFBP4	5.141894595	4.883757651	0	4.891005957	0	0
JAKMIP2	JAKMIP2	0.027818614	0.02995291	0.059489572	0.058610339	0.014721634	0.041400282
C16orf45	C16orf45	0.073693572	0.064479917	3.439438966	0.094409588	3.292235234	2.821531548
MBD2	MBD2	5.521563506	5.309820359	5.159915323	5.45215889	4.98029466	5.256141382
SSTR2	SSTR2	0.10397923	0.141567506	0.183931085	0.11785486	0.102631125	0.157310228
TIGAR	TIGAR	3.129457729	3.35887544	3.517877795	3.255923962	3.767474715	3.384371835
SRRT	SRRT	6.513954888	6.424793664	6.742986113	6.392371574	7.006913877	6.72299077
RSPH9	RSPH9	0.396740397	0.57515256	0.288846368	0.425257335	0.423514707	0.348200686
KRT17	KRT17	0.124972307	0.569325425	0.211582927	0.416600894	0.805498581	0.537222501
PAX7	PAX7	0	0.010123682	0.021981243	0.01792661	0	0
BAG3	BAG3	5.601222572	5.383279542	6.46353222	5.32655101	6.829494422	6.575905263
ST8SIA3	ST8SIA3	0	0	0	0	0	0
ESYT1	ESYT1	5.688253695	5.794412045	5.327124007	5.717986504	5.435626027	5.433808477
FOLR1	FOLR1	2.227933874	2.274462953	2.966510758	1.790083466	2.22616107	3.080852056
SMC3	SMC3	4.672979683	4.777656419	4.964281992	4.762114904	4.068713799	4.863110843
OR1L1	OR1L1	0	0	0	0	0	0
RPL41	RPL41	12.99831498	13.00186333	12.13428259	12.98258015	12.68465137	12.31495506
GDPD2	GDPD2	0	0.034197963	0.152683514	0.030374644	0.041106137	0.023724973
NEUROG1	NEUROG1	0	0	0	0	0	0
DCANP1	DCANP1	0	0	0	0	0	0
TEX48	TEX48	0.463120199	0.555583539	0	0.590628844	0	0.18357671
SCARF1	SCARF1	0.423787165	0.485400019	0.159278996	0.504575649	0.080654935	0.205998493
PRAMEF20	PRAMEF20	0	0	0	0	0	0
WDR48	WDR48	4.257949083	4.28026701	3.574774367	4.310512397	3.158691549	3.331564649
ASB14	ASB14	0.064272915	0.171528387	0.42509187	0.208745226	0.043268301	0.235385183
PRMT8	PRMT8	0.034015781	0	0	0	0	0.045628049
DYNC2LI1	DYNC2LI1	4.399133966	4.414120172	3.943008484	4.420392458	2.880927639	3.585570336
FRG2	FRG2	0.001977761	0	0.00770945	0.00241392	0.008943056	0.004456583
SOX6	SOX6	0.926998198	1.082269792	0.402299403	1.10571486	0.618874199	0.448597352
TSPYL6	TSPYL6	0	0.018592018	0	0.016512722	0	0
ACYP2	ACYP2	5.24678608	5.515372917	3.59305002	5.428269747	3.657486582	3.394632107
MATN2	MATN2	1.518424755	1.815507022	1.312482792	1.959218203	0.520421243	1.431140049
UNC5C	UNC5C	0.021183767	0.052162392	0.019179532	0.061552398	0	0
UBE2V1	UBE2V1	6.104543234	6.157243361	6.900144494	6.196076263	6.797972797	6.797643528
CIAO2B	CIAO2B	7.033503504	6.795483079	6.745439978	6.746140616	7.512909326	7.009950218
OR12D3	OR12D3	0	0	0	0	0	0
CREB3L3	CREB3L3	0.200745389	1.04994506	0.325181452	0.396022448	0.269140896	0.250373465
ISCA1	ISCA1	4.593452378	4.67674943	4.794925996	4.782483266	5.044284383	4.799003872
GOLGA6L10	GOLGA6L10	0	0.109370857	0.189429625	0.074911471	0.056668839	0.167393898
RRAD	RRAD	0.825998862	0.836810433	2.171678253	0.784857389	2.250888831	2.11449996
SH2B2	SH2B2	2.873148579	2.633141247	3.708905424	2.359742393	3.463473367	3.65570971
HNRNPCL2	HNRNPCL2	0	0	0	0	0	0
ATP6AP1L	ATP6AP1L	1.970524962	2.244091653	2.91601185	2.223660096	2.755061043	2.909737396
ARHGAP10	ARHGAP10	2.796021774	3.061285961	3.678215074	2.963630973	3.772420945	3.698589874
NAP1L4	NAP1L4	6.956887671	7.11306036	6.705111824	7.084132357	6.762431686	6.760430016
DPF2	DPF2	5.285158557	5.364867699	5.775766442	5.435508387	5.912831156	5.959347716
SLC7A9	SLC7A9	0.280198552	0.355593709	0.172698336	0.201793929	0.041131535	0.296510386
PKN3	PKN3	2.119648339	2.270896671	4.465336469	2.358888517	4.336993705	4.515758617
ORC4	ORC4	4.926364934	5.1736725	4.739933031	5.082336007	4.679768891	4.410152885
FAM118B	FAM118B	3.519552723	3.707073381	3.99479385	3.666402918	3.912658103	3.95140782
GOLGA8Q	GOLGA8Q	0	0.1847825	0.073004555	0	0	0
PAK5	PAK5	0.015110296	0	0	0	0	0
LRP5L	LRP5L	2.045777045	2.252239732	2.192822564	1.994503696	1.802451328	1.86798527
ARHGEF39	ARHGEF39	1.534421235	1.824317972	4.48758847	1.493741393	3.682514869	4.218592908
HOXA4	HOXA4	2.722104235	2.585484181	3.018429612	2.639541279	3.348761716	2.84927274
DDAH2	DDAH2	2.115869677	1.92736709	2.052323236	1.881181265	1.715832499	1.777117057
HOXA2	HOXA2	2.626188378	3.010193334	0.680816725	2.949275131	0.415623475	0.71863737
CFAP20	CFAP20	5.887626037	5.68554254	6.084837868	5.566632401	6.240041642	6.105828972
ADRA2B	ADRA2B	0.040557644	0.082867148	0.388668978	0.015061755	0.262329718	0.551540626
RHBDD2	RHBDD2	6.872786332	6.962718696	5.191635131	7.025391029	5.356504439	5.059341432
STX16	STX16	3.643177401	3.719781427	4.250072671	3.74861562	3.116702434	4.09523387
CEP70	CEP70	4.363840814	4.444546484	4.428116724	4.372022681	3.168803431	4.265332621
TPK1	TPK1	0.692800144	0.897031036	1.370667099	0.886881065	1.291010269	1.216887935
TTC30B	TTC30B	0.982190825	1.1253337	0.361800918	1.035215675	0.134650201	0.347718941
PLPPR3	PLPPR3	0	0.254864901	0.027332431	0.149475298	0	0.043652191
ARMC9	ARMC9	2.670080818	2.654185087	2.915281579	2.928239077	2.783977691	2.869041016
MAMDC2	MAMDC2	0.061633407	0	0.092813757	0.069207345	0.064092739	0.117976906
SEMA3C	SEMA3C	1.740827421	2.21220051	2.970001587	2.077969223	1.546601633	2.702640922
CYP21A2	CYP21A2	0.452480159	0.336971147	0.089643227	0.219632339	0.055736529	0.116082207
PPP1R3C	PPP1R3C	0.027734977	0.023038133	0	0.060534566	0	0
AL031708.1	AL031708.1	0.062964144	0.082759669	0.635184165	0.021321235	0.082338259	0.389287056
UMAD1	UMAD1	3.875042115	4.098829073	3.393178798	3.964728446	2.651831024	3.061042396
SAPCD1	SAPCD1	0.25454688	0.310792288	6.37E-05	0.06190073	0	0.343812573
SERF1A	SERF1A	0.509870424	0.302219251	3.956386984	0.402061136	4.437784312	4.022372128
DHRS9	DHRS9	2.227854756	2.462971842	0.876130277	2.672003697	0.190976358	0.294489948
TBC1D10B	TBC1D10B	4.722445094	4.605604914	5.150047128	4.615604156	5.205788637	5.257817645
BRAF	BRAF	2.947693982	2.766176327	2.418120713	2.633692732	1.753170935	2.641137485
ZNF638	ZNF638	6.293045545	6.393590378	5.26563013	6.32897399	4.791875258	4.965007282
ERBIN	ERBIN	3.91390299	4.329540454	4.530493956	4.392070234	3.66090998	3.969487324
LY6G6F	LY6G6F	0	0.021212484	0	0.052469733	0	0
TMA7	TMA7	8.334438756	8.209622385	8.536371836	8.222554055	9.375047775	8.889193397
TBC1D1	TBC1D1	4.34127212	4.21867734	5.783943285	4.157863541	5.469993719	5.787966063
HBG2	HBG2	0.122634423	0.371474111	3.115108173	0.090791251	2.619898679	3.178741567
GOLGA8T	GOLGA8T	0	0	0	0	0	0
ALG2	ALG2	5.152237783	5.223924587	4.176993693	5.080752731	4.41449075	4.200822666
OR2A25	OR2A25	0	0.070950135	0	0	0.042532168	0.030941129
LGALSL	LGALSL	3.48819286	3.368624491	3.922903226	3.315815159	3.443739246	3.719338327
AWAT1	AWAT1	0	0	0	0.040167781	0	0
OR6B1	OR6B1	0.006598633	0.016807931	0.013131998	0.027306609	0.019642853	0.004970141
NDC80	NDC80	2.465920934	2.479344917	5.240957292	2.47577026	4.202222032	5.193146913
INTS3	INTS3	3.077045555	3.251691692	3.203657546	3.266692556	2.913679118	3.159920359
KIR3DX1	KIR3DX1	0	0.012912448	0.070197918	0	0.033326014	0.008749459
OR2F2	OR2F2	0	0	0	0	0	0
NDUFAF3	NDUFAF3	6.544066183	6.498571768	6.408955856	6.49269234	6.603707757	6.407008353
ERLEC1	ERLEC1	5.87663415	5.939916254	4.328598819	5.91255646	3.865580662	4.229773246
RIBC1	RIBC1	0.382831016	0.368969	0.668387846	0.504040859	0.641870599	0.678603981
ABCB4	ABCB4	0.841929656	0.413276156	0	0.406857391	0	0
LY6E	LY6E	4.498331554	4.465455752	7.064278025	4.430187712	7.176106153	7.014555257
SNX10	SNX10	3.25970154	3.35023768	4.315099771	3.520811315	3.621286827	4.338897938
CABYR	CABYR	2.145417595	2.169906727	0.676806287	2.685196459	0.091984114	1.075167034
KRTAP1-3	KRTAP1-3	0	0	0.036819655	0	0	0
KRTAP1-4	KRTAP1-4	0	0	0	0	0	0
KRTAP1-5	KRTAP1-5	0.032577947	0.027045739	0.058127911	0.093688891	0	0
ISG20	ISG20	4.190041935	3.886623568	3.11203282	3.940164927	3.741361954	3.144786279
DDI1	DDI1	0	0	0	0	0	0
AKIP1	AKIP1	5.469538184	5.760077346	5.018514153	5.668214635	5.352530544	5.002911044
HSPA1A	HSPA1A	0	0	0.128471054	0.26931208	5.13E-10	0.176952569
METTL2A	METTL2A	3.73287839	3.572080926	4.983626625	3.702290729	5.082979709	5.001525069
TPT1	TPT1	13.11662673	13.17994486	11.4338026	13.21614486	11.75649849	11.50394951
ANKRD1	ANKRD1	2.774698519	2.608011993	0.21386858	2.400431363	0.29564075	0.19742132
KCNJ2	KCNJ2	0.013228165	0	0	0.027951207	0	0
HDAC5	HDAC5	4.676560398	4.334961803	4.652747763	4.229073221	4.817600543	4.788040707
GLYATL1	GLYATL1	0.629251227	0.260842249	0	0.404668066	0	0.097613628
COPS6	COPS6	6.768855115	6.737523895	7.201364742	6.747071661	7.41258627	7.22509437
MUC4	MUC4	0.068594396	0.050917365	0.016828009	0.027385751	0.429516805	0.048903101
PHKA1	PHKA1	3.227071944	3.556202049	2.795076267	3.600000347	2.511108459	2.844822004
AGBL3	AGBL3	0.630575994	1.368644493	1.40981316	1.536698685	1.238235045	1.20228205
POLDIP3	POLDIP3	4.919533446	4.885917183	5.325327584	4.890696492	5.159607915	5.322423612
GOLGA6L10	GOLGA6L10	0	0	0.057250759	0	0	0.116665908
CTAGE15	CTAGE15	0	0.022698183	0	0.074921059	0.034785355	0
XK	XK	1.920487679	2.13706737	1.100944018	2.138653942	0.872964258	1.112946954
LY6G5C	LY6G5C	1.192331799	0.890607425	0.085101135	2.242627503	0.372457598	0.241861168
TAS2R41	TAS2R41	0	0	0	0	0	0
DYNLT3	DYNLT3	4.834685887	4.92580673	3.828396495	4.975862776	3.300176744	3.575289456
TPGS2	TPGS2	5.533380259	5.64276614	6.239772072	5.712227797	5.962651278	6.164651884
MFSD8	MFSD8	2.884279313	3.294362943	2.536405785	3.223199104	2.554322455	2.819983819
AL121578.2	AL121578.2	0.247697879	0	0	0	0.128880391	0.09377555
PSCA	PSCA	2.12961109	2.040235618	1.900678654	1.73659665	1.685630726	1.724253858
VPS35	VPS35	4.856854557	4.868987707	5.37439209	4.809521562	4.934855684	5.363211385
CT47A8	CT47A8	0	0	0	0	0	0
C4B	C4B	0.212595858	0.245239837	0	0.251244266	0	0.024772708
SRPX	SRPX	2.022413979	2.201417754	3.742990531	2.09209375	3.19143363	3.626786393
C1GALT1	C1GALT1	3.771984008	3.910498493	4.365849632	3.44079987	3.638080581	4.244749997
VPS50	VPS50	3.101087258	3.494216436	2.675408962	3.315092045	2.223755845	2.500904975
ST18	ST18	0.027104639	0	1.65E-09	0	0	0.007914789
CT47A7	CT47A7	0	0	0	0	0	0
EPN3	EPN3	2.635833264	3.057679006	2.809270291	2.748772281	2.595258639	2.809439429
PET100	PET100	5.588733821	5.213580116	5.776824155	5.367376063	6.007359007	5.886525273
CROCC	CROCC	3.489302197	3.889528017	4.167456708	3.934014698	3.771759575	4.180822574
ZFR2	ZFR2	0.385801203	0.229381046	0.014018134	0.098141395	0.014358293	0.011376769
RMDN1	RMDN1	5.130150599	4.966870537	5.608642232	5.067687715	5.596283614	5.572594856
RNF135	RNF135	3.744978786	3.930542915	2.354881746	3.789758877	2.451617186	2.421949817
TFG	TFG	7.082413685	7.042564573	6.632906772	7.029538999	6.719864228	6.556810088
FOXP1	FOXP1	1.855199197	2.15378709	1.861053984	2.496397211	0.860344839	1.542708942
LANCL3	LANCL3	0.869996605	0.885829982	0.667026476	1.122627002	0.662405138	0.821059529
OTUB1	OTUB1	5.748286744	5.751648449	6.25278632	5.777820984	6.656557855	6.302370431
JARID2	JARID2	1.634132741	1.548720204	3.242600982	1.627988705	2.544233127	3.17503702
LETM2	LETM2	3.580041307	3.54983759	4.722352053	3.379092053	5.754600495	4.892021751
SYTL5	SYTL5	0.82462042	1.068003474	0	0.943048884	0	0.041535792
CCL22	CCL22	0.159064655	0.271639614	0.15870541	0.371514257	0.246125906	0.310607692
MRPS36	MRPS36	4.761591122	4.623528208	4.591026371	4.649795928	4.564999991	4.58956756
AC012184.2	AC012184.2	0	0.847445449	3.093275023	1.643782322	2.568080762	3.421348541
CX3CL1	CX3CL1	3.030595687	3.05052766	0.092243843	3.077796382	0.196185252	0.098577483
GALNT12	GALNT12	3.817083527	4.010354754	3.732592006	3.918680087	2.806898958	3.74469318
ARHGEF3	ARHGEF3	2.87960299	2.99401365	3.227716314	3.070074992	2.481751831	3.025210945
FO681492.1	FO681492.1	1.576754749	1.233851259	1.192557161	1.652568178	0.56288177	1.024975624
DDX19B	DDX19B	4.87859411	4.513504553	5.144637867	4.561927324	5.072544503	4.990877869
KCNV1	KCNV1	2.499187677	2.627195915	0.32455487	2.616343581	0.202434021	0.252609426
NUDT2	NUDT2	4.114336205	4.059586305	4.883568474	3.930881789	5.229502251	4.914165862
DDX1	DDX1	5.719941615	5.670082229	5.904456496	5.621662049	6.155755708	5.956945374
CBLL2	CBLL2	0	0	0	0	0	0
IL2	IL2	0	0	0	0	0	0
OR2H2	OR2H2	0	0	0	0	0	0
TTC30A	TTC30A	0.636886747	0.642556486	0.85760286	0.72954668	0.356481902	0.642735762
RAB36	RAB36	0.379089695	0.944504661	1.977592428	0.919320249	1.998354028	1.693382132
SH2D1A	SH2D1A	0	0	0	0	0.027362725	0
PRAMEF17	PRAMEF17	0	0	0	0	0	0
ANKRD20A1	ANKRD20A1	0.28687287	0.10722399	1.309992785	0	0.29748022	1.04869027
RNF8	RNF8	3.950285873	4.080855807	4.381694385	4.069791946	4.382273951	4.37184807
VGLL3	VGLL3	0.723735038	1.090339929	0.390110308	0.962093063	0.124696319	0.134670438
MPZL3	MPZL3	2.356298779	2.286864503	1.543741987	2.462187758	1.558150058	1.763509776
DCTD	DCTD	5.842270732	5.920617965	5.293174499	5.975294417	5.710682088	5.589811446
ADRA1A	ADRA1A	0	0.084446392	0.032391469	0	0.256559509	0.098345036
LSMEM1	LSMEM1	2.116141814	2.354804751	0.807592329	1.980203021	1.185480295	0.801071802
FBXO25	FBXO25	3.677419614	3.287157244	1.528735832	3.382355027	1.247650368	1.723178059
RSPH1	RSPH1	2.863776039	3.098002496	1.019675586	3.251661384	0.670949893	0.838039365
CIAO3	CIAO3	4.179587936	4.153400441	4.043752108	4.150781531	4.203110535	4.093285842
LRRIQ4	LRRIQ4	0.80411966	0.566669051	0	1.026049309	0	0.05663097
CREG2	CREG2	1.506536442	1.895548479	1.293012621	1.435975759	0.789132271	1.042889855
PHEX	PHEX	0.095330211	0.130209869	0.067725992	0.153413648	0.135667773	0.11755316
LYZL2	LYZL2	0	0	0	0	0	0
OR1J1	OR1J1	0	0.070437554	0	0	0	0
GGA1	GGA1	4.871558432	5.039068671	5.344693202	4.975917009	4.697845697	5.316700479
UBD	UBD	0	0	0	0	0	0.028969515
CSTF3	CSTF3	4.5236832	4.645270376	5.230454202	4.495903302	5.087172364	5.070741028
USF3	USF3	2.029097336	2.137599919	1.623924437	2.209222516	1.232682857	1.390325954
MCIDAS	MCIDAS	1.377833397	1.616416044	2.212242478	1.649343172	2.404860898	2.686180017
OLFM4	OLFM4	0	0	0	0.017671677	0	0
ATAD3A	ATAD3A	5.59953765	5.509826081	6.463546279	5.480160051	6.880928843	6.604818001
DYNC1I2	DYNC1I2	4.987343698	5.063371437	5.04016665	5.082774141	4.208621666	4.822044103
SRXN1	SRXN1	5.466601019	5.19035806	6.21968741	5.128132524	6.387739917	6.364036575
SEC61A2	SEC61A2	2.499539015	2.737066724	2.82661804	2.66387496	2.070358756	2.9443566
VAV1	VAV1	0.351496683	0.205221568	3.581877488	0.092615152	3.670127195	3.717273547
RPL30	RPL30	11.57889066	11.57991299	11.11628594	11.58916256	11.81062572	11.2735796
AL359736.1	AL359736.1	0	0	0	0.031953674	0.045629307	0.041444861
PPFIA1	PPFIA1	4.59541898	4.638503343	4.849226055	4.572782135	3.804129482	4.65783511
PRAMEF5	PRAMEF5	0	0.011734837	0	0	0	0
PAK1IP1	PAK1IP1	3.297988128	3.224960193	4.041961347	3.240346389	4.355862006	4.055586129
HGF	HGF	0	0	0.060068418	0	0.011546075	0
RETSAT	RETSAT	4.375762892	4.508919821	4.864564787	4.469538672	4.289280514	4.802338048
FUK	FUK	2.873299809	3.22182265	2.36382596	3.029477092	2.230025894	2.524821719
PPP2R3B	PPP2R3B	1.936992377	2.035393412	0.933188876	1.917646683	1.201130586	1.045542852
NTSR1	NTSR1	0.73233711	0.91485992	6.17903266	0.997921744	5.841120228	6.323669999
C1QTNF9	C1QTNF9	0.088619386	0	0.03546049	0	0	0.03301513
KDM6B	KDM6B	3.615118923	3.194639937	4.002889708	3.197863976	3.181675697	3.961178784
SNAP25	SNAP25	0	0.164403997	0.967923629	0.025592987	0.34181785	0.677650937
SLC26A1	SLC26A1	3.833133176	4.15649022	2.541299039	4.265794225	1.865222036	2.823516839
GAD2	GAD2	0.045498049	0.019047127	0.081275809	0.008486071	0.011501507	0.089519981
